-3464, -5940, -14816, -3764, -7644, -13684
-3468, -5936, -14788, -3804, -7712, -13720
-3408, -5844, -14872, -3792, -7772, -13688
-3488, -5860, -14728, -3748, -7712, -13812
-3488, -5896, -14760, -3704, -7604, -13700
-3504, -5848, -14696, -3704, -7624, -13796
-3476, -5772, -14752, -3688, -7644, -13680
-3404, -5808, -14712, -3808, -7648, -13736
-3424, -5876, -14792, -3756, -7592, -13832
-3400, -5800, -14664, -3740, -7568, -13640
-3432, -5776, -14608, -3740, -7580, -13684
-3452, -5992, -14956, -3740, -7568, -13828
-3536, -6072, -15048, -3760, -7616, -13964
-3456, -5912, -14808, -3808, -7788, -13708
-3440, -5628, -14656, -3752, -7684, -13684
-3380, -5792, -14796, -3688, -7620, -13716
-3396, -5932, -14692, -3688, -7528, -13704
-3424, -6044, -14780, -3720, -7568, -13664
-3416, -5968, -14784, -3792, -7612, -13780
-3504, -5948, -14884, -3784, -7720, -13820
-3496, -5908, -14900, -3700, -7836, -13756
-3484, -5768, -14756, -3796, -7688, -13720
-3496, -5832, -14748, -3688, -7648, -13676
-3452, -5860, -14772, -3740, -7600, -13780
-3472, -5916, -14744, -3688, -7640, -13824
-3440, -5964, -14720, -3744, -7636, -13664
-3468, -5816, -14720, -3768, -7716, -13784
-3424, -5912, -14784, -3692, -7744, -13700
-3432, -5892, -14836, -3724, -7724, -13784
-3360, -5776, -14784, -3740, -7668, -13788
-3432, -5776, -14712, -3700, -7672, -13520
-3388, -5804, -14796, -3624, -7628, -13768
-3512, -5904, -14744, -3716, -7636, -13600
-3456, -5948, -14820, -3744, -7640, -13736
-3448, -5928, -14772, -3784, -7728, -13640
-3500, -5824, -14708, -3772, -7732, -13740
-3428, -5864, -14636, -3784, -7644, -13716
-3432, -5876, -14712, -3736, -7616, -13696
-3488, -5904, -14716, -3784, -7644, -13644
-3436, -5892, -14748, -3744, -7568, -13888
-3456, -5804, -14756, -3756, -7656, -13800
-3484, -5828, -14748, -3756, -7628, -13776
-3484, -5812, -14744, -3736, -7532, -13756
-3416, -5816, -14792, -3752, -7596, -13668
-3464, -5840, -14776, -3816, -7604, -13812
-3436, -5788, -14848, -3740, -7576, -13848
-3448, -5896, -14808, -3744, -7596, -13848
-3444, -5800, -14648, -3780, -7616, -13828
-3516, -5864, -14812, -3768, -7608, -13768
-3496, -5892, -14788, -3780, -7672, -13752
-3516, -5912, -14800, -3732, -7664, -13736
-3468, -5872, -14680, -3728, -7656, -13788
-3460, -5868, -14780, -3692, -7672, -13692
-3460, -5936, -14692, -3740, -7648, -13596
-3492, -5932, -14836, -3724, -7716, -13864
-3436, -5908, -14728, -3712, -7756, -13760
-3436, -5888, -14760, -3748, -7668, -13800
-3448, -5844, -14752, -3740, -7692, -13764
-3432, -5844, -14660, -3724, -7708, -13688
-3404, -5920, -14792, -3680, -7688, -13672
-3392, -5832, -14736, -3724, -7688, -13692
-3456, -5856, -14720, -3720, -7660, -13772
-3440, -5880, -14796, -3708, -7668, -13652
-3424, -5912, -14776, -3712, -7688, -13676
-3416, -5884, -14716, -3676, -7668, -13680
-3428, -5880, -14760, -3764, -7712, -13764
-3408, -5808, -14780, -3712, -7676, -13752
-3408, -5868, -14724, -3688, -7636, -13536
-3444, -5824, -14744, -3784, -7628, -13644
-3396, -5944, -14764, -3748, -7572, -13712
-3492, -5856, -14712, -3812, -7660, -13792
-3504, -5932, -14800, -3836, -7668, -13836
-3424, -5848, -14848, -3836, -7672, -13768
-3456, -5832, -14828, -3788, -7696, -13744
-3460, -5848, -14720, -3784, -7712, -13700
-3472, -5836, -14760, -3716, -7632, -13772
-3416, -5880, -14748, -3716, -7584, -13660
-3424, -5904, -14688, -3700, -7592, -13664
-3420, -5932, -14800, -3784, -7684, -13696
-3420, -5832, -14724, -3776, -7732, -13812
-3436, -5904, -14768, -3760, -7768, -13628
-3508, -5832, -14800, -3756, -7716, -13712
-3440, -5888, -14768, -3732, -7736, -13660
-3472, -5860, -14720, -3792, -7680, -13672
-3368, -5912, -14740, -3760, -7664, -13652
-3456, -5960, -14744, -3744, -7676, -13736
-3484, -5968, -14752, -3736, -7740, -13664
